Symbol,Direction,PValue,Dataset
MCM7,-1,0.06362243086,GSE120805
CCDC68,1,0.01051359351,GSE120805
ZNF3,-1,0.4745226566,GSE120805
ZSCAN21,-1,0.6433068341,GSE120805
RIMKLB,-1,0.2955735643,GSE120805
A2ML1,1,NA,GSE120805
BEAN1,1,0.4829903947,GSE120805
TK2,1,8.37E-06,GSE120805
TMED3,-1,0.03397380255,GSE120805
SLC38A8,1,NA,GSE120805
SEC11C,1,0.006183339862,GSE120805
CPLX4,1,NA,GSE120805
TMEM135,1,0.2137389088,GSE120805
DRC10,1,0.08691411508,GSE120805
NDEL1,-1,0.2861189787,GSE120805
CENPV,-1,0.06759092876,GSE120805
CDH16,1,NA,GSE120805
RRAD,1,1.66E-23,GSE120805
CIAO2B,1,0.3964772268,GSE120805
CFAP52,1,NA,GSE120805
HSP90B1,-1,0.05321281658,GSE120805
MC4R,-1,0.2827255487,GSE120805
BLCAP,1,1.17E-05,GSE120805
CHRFAM7A,-1,NA,GSE120805
MMP10,-1,NA,GSE120805
TVP23A,-1,NA,GSE120805
BEX3,1,0.7303691271,GSE120805
TMPRSS5,-1,0.4612909944,GSE120805
COG1,-1,0.2775326526,GSE120805
PLEKHA7,-1,0.9941197656,GSE120805
ZNF606,1,0.04290996969,GSE120805
ZCCHC18,1,0.04618638842,GSE120805
B2M,1,0.7729048143,GSE120805
ZNF592,-1,0.8063477195,GSE120805
GOLM2,1,9.82E-06,GSE120805
NNMT,-1,0.0003125947885,GSE120805
AP1G1,1,0.9267399693,GSE120805
SLFN5,1,0.3949921934,GSE120805
CATSPER2,1,0.3008701656,GSE120805
ZNF667-AS1,1,0.4956551054,GSE120805
BMERB1,1,0.19972419,GSE120805
MPV17L-BMERB1,1,0.19972419,GSE120805
MARF1,-1,0.6034366912,GSE120805
SAAL1,-1,0.2580369071,GSE120805
YPEL4,-1,0.7903875416,GSE120805
PPIB,-1,3.32E-07,GSE120805
LDHC,1,NA,GSE120805
CIAO2A,1,0.9403984977,GSE120805
FAM111A,-1,0.9565284893,GSE120805
PCLAF,-1,0.9883261826,GSE120805
KIF7,1,0.4359185955,GSE120805
LDHD,1,0.05662318426,GSE120805
PLIN1,1,0.3205007489,GSE120805
PEX11A,1,0.06857365938,GSE120805
TMEM170A,-1,0.6815764668,GSE120805
MESP1,1,0.3706580458,GSE120805
ANPEP,-1,0.9995559892,GSE120805
RBPMS2,1,0.94430947,GSE120805
NAV2,1,0.8209133446,GSE120805
ANKDD1A,1,4.89E-09,GSE120805
GLYATL1,-1,0.7731661186,GSE120805
C18orf54,-1,0.559271326,GSE120805
DCTN5,1,0.005741294586,GSE120805
TERF2IP,1,0.05523543784,GSE120805
LOC105371348,1,0.05523543784,GSE120805
PLK1,1,0.6440211588,GSE120805
CLPX,-1,0.6695127909,GSE120805
ZBTB39,-1,0.009041359898,GSE120805
TAC3,1,0.2851945964,GSE120805
MYO1A,1,0.0337999421,GSE120805
NEMP1,1,0.06412869308,GSE120805
NAB2,-1,0.8417276671,GSE120805
VPS39,1,0.02317029174,GSE120805
STAT6,-1,0.614053713,GSE120805
PATL1,-1,0.8762347397,GSE120805
ATP23,-1,0.3487304194,GSE120805
ELFN2,1,0.820437003,GSE120805
STX3,1,6.34E-09,GSE120805
MRPL16,-1,0.2320851859,GSE120805
PIP4K2C,1,0.9345104064,GSE120805
MTMR10,-1,0.8426700508,GSE120805
YWHAB,-1,0.5352100661,GSE120805
COXFA4L3,-1,0.8909601103,GSE120805
SCG5,1,0.1930284114,GSE120805
GREM1,1,0.003046341765,GSE120805
NYAP1,1,0.004759240514,GSE120805
TSC22D4,1,0.3637069407,GSE120805
DIS3L,1,0.9904568268,GSE120805
CCNDBP1,1,0.000382497553,GSE120805
EPB42,1,NA,GSE120805
SMAD3,1,0.8472079429,GSE120805
MAP1A,1,0.6268862181,GSE120805
RCCD1,1,0.02927898863,GSE120805
AKTIP,1,0.1474349765,GSE120805
MAPRE2,-1,0.8111156406,GSE120805
EVA1C,1,0.9376197674,GSE120805
MARS1,-1,0.02880499999,GSE120805
MBD6,-1,0.9723583011,GSE120805
CNPY4,1,0.6361832192,GSE120805
PDIA3,-1,1.22E-05,GSE120805
NUDT21,1,0.9962834372,GSE120805
NKX3-1,1,0.4780581718,GSE120805
SGSM1,-1,0.8844686239,GSE120805
DUSP18,-1,0.9643651901,GSE120805
TEF,-1,0.1705613725,GSE120805
MEI1,1,0.0004976232049,GSE120805
B4GALNT2,1,NA,GSE120805
PBX3,-1,0.8297555855,GSE120805
GNGT2,1,0.3856411995,GSE120805
PHB1,-1,0.3139187075,GSE120805
SNRPD1,-1,0.06600731287,GSE120805
TTC16,1,NA,GSE120805
SAMD14,1,0.001475222855,GSE120805
PIP5KL1,1,0.5768441171,GSE120805
TMEM92,-1,0.8802246345,GSE120805
EEIG1,1,0.8843834409,GSE120805
ACSF2,1,5.17E-27,GSE120805
GOLGA2,1,0.5473499165,GSE120805
TRUB2,-1,0.3237377854,GSE120805
COQ4,1,0.350659223,GSE120805
SLC27A4,-1,0.1187455591,GSE120805
URM1,-1,0.3722415049,GSE120805
CERCAM,1,0.9071109982,GSE120805
DOLPP1,-1,0.004471148922,GSE120805
DNAAF19,-1,0.2025267725,GSE120805
ENDOG,-1,0.4986021916,GSE120805
PRRX2,1,0.007771515743,GSE120805
C15orf39,-1,0.7200574711,GSE120805
ISLR2,1,0.8761208124,GSE120805
SP2,-1,0.7522889448,GSE120805
COQ7,1,0.02999593703,GSE120805
GPRC5B,1,0.09348527866,GSE120805
CRK,1,0.7126416783,GSE120805
FBXO22,1,0.7582809768,GSE120805
TBC1D2B,-1,0.04579172875,GSE120805
KATNAL2,1,0.0001242936535,GSE120805
HDHD2,1,0.1826031825,GSE120805
ZNF91,-1,0.1374334958,GSE120805
IGF2,-1,NA,GSE120805
RNF214,-1,0.7591079483,GSE120805
CDK12,1,0.9074370147,GSE120805
DPEP2,1,NA,GSE120805
DUS2,-1,0.04800252147,GSE120805
POP5,-1,0.6967032154,GSE120805
ENGASE,1,0.2824291056,GSE120805
RBFOX3,-1,NA,GSE120805
ATP5MG,1,0.7489309785,GSE120805
TBC1D16,-1,0.6635953501,GSE120805
TEPSIN,1,0.9704425077,GSE120805
MYO5B,1,0.01162038216,GSE120805
ART5,1,0.3184016774,GSE120805
ACAA2,-1,0.6273073751,GSE120805
STIM1,1,0.5026683936,GSE120805
RRM1,-1,0.5171989444,GSE120805
OR51E2,1,NA,GSE120805
TRIM68,1,0.01019549028,GSE120805
OR51B5,-1,NA,GSE120805
FN3K,-1,0.9984779317,GSE120805
PRRT2,-1,0.8635232925,GSE120805
ZNF23,-1,0.9820269509,GSE120805
IRGQ,1,0.003608664552,GSE120805
ZNF226,1,0.8691002397,GSE120805
ZNF180,-1,0.734008346,GSE120805
PPP2R3B,-1,0.9278196672,GSE120805
ZNF668,1,0.8104721001,GSE120805
ZNF646,-1,0.9654864453,GSE120805
VKORC1,-1,1.77E-07,GSE120805
LPO,-1,NA,GSE120805
CA4,1,NA,GSE120805
SMG8,-1,0.6838914411,GSE120805
TPM4,-1,5.71E-05,GSE120805
RAB8A,-1,0.001029287541,GSE120805
GPX4,-1,0.1709439586,GSE120805
MIDN,-1,0.8251162409,GSE120805
JSRP1,-1,0.2099905305,GSE120805
NIBAN3,-1,0.85907847,GSE120805
KLHL26,1,0.9759754067,GSE120805
GATAD2A,-1,0.6607151191,GSE120805
MVD,1,0.9175393485,GSE120805
CDT1,-1,0.9986499334,GSE120805
TRAPPC2L,-1,0.726412528,GSE120805
ANKRD11,-1,0.8074364936,GSE120805
SPATA33,-1,0.2199545788,GSE120805
RSKR,-1,0.4468953879,GSE120805
PROCA1,1,0.5532308013,GSE120805
RPL13,-1,0.4682351039,GSE120805
ZNF641,1,2.28E-10,GSE120805
CACNB3,1,0.8769936811,GSE120805
DHRS13,-1,0.2237554612,GSE120805
TP53I13,1,0.3288005466,GSE120805
KMT2D,-1,0.91972281,GSE120805
CORO6,-1,0.7872955373,GSE120805
RHEBL1,1,0.1599390542,GSE120805
TUBA1A,-1,0.000840666692,GSE120805
TUBA1C,-1,0.3068762783,GSE120805
ZNF610,1,0.6149089651,GSE120805
ZNF528,1,0.02132046135,GSE120805
ZNF701,1,0.8116266167,GSE120805
SERTAD3,1,0.8358071365,GSE120805
NCKAP5L,1,0.9689958598,GSE120805
RAB4B,1,0.6154915003,GSE120805
GPD1,1,0.5232264949,GSE120805
PROSER3,-1,0.9855006059,GSE120805
CYP2S1,1,0.7303465467,GSE120805
AXL,-1,0.3402796728,GSE120805
NFKBID,1,0.9178090841,GSE120805
TMC4,-1,0.8701221632,GSE120805
TTYH1,1,NA,GSE120805
LENG8,-1,0.9959657014,GSE120805
CDC42EP5,-1,0.9178090841,GSE120805
TMEM145,-1,0.5887019624,GSE120805
ZNF526,-1,0.01125580525,GSE120805
TRAPPC9,1,0.0553761044,GSE120805
NLRP7,-1,NA,GSE120805
ZNF146,-1,0.0226587963,GSE120805
ZNF283,1,0.6693122232,GSE120805
PPP1R14A,-1,NA,GSE120805
SPINT2,1,1.12E-07,GSE120805
C19orf33,1,0.9977731905,GSE120805
YIF1B,-1,0.5726752167,GSE120805
DNAAF3,1,1.94E-06,GSE120805
PSCA,-1,0.618677468,GSE120805
ATCAY,1,NA,GSE120805
LY6D,1,NA,GSE120805
DAPK3,-1,0.5800324478,GSE120805
EEF2,-1,0.1047163441,GSE120805
TMIGD2,1,NA,GSE120805
CHAF1A,1,0.7204112703,GSE120805
UBXN6,1,0.4891558631,GSE120805
HDGFL2,1,0.6646064407,GSE120805
PLIN4,1,1.78E-06,GSE120805
SEMA6B,1,0.09060784352,GSE120805
ZNF444,1,0.8542549399,GSE120805
NXN,-1,0.01083128522,GSE120805
TLCD3A,-1,5.58E-17,GSE120805
GLOD4,-1,0.8999709974,GSE120805
SLC33A2,1,0.6390349305,GSE120805
GPT,-1,0.8772839071,GSE120805
KIFC2,-1,0.4923137889,GSE120805
SLC43A2,1,0.5089819872,GSE120805
RILP,1,0.0004511914512,GSE120805
SERPINF2,1,0.3370171784,GSE120805
WDR81,-1,0.9943534212,GSE120805
SRR,1,0.09867735127,GSE120805
TSR1,-1,8.49E-08,GSE120805
TRPV3,1,0.9098480309,GSE120805
HSD11B1L,-1,0.7921933905,GSE120805
CYB5D2,1,4.93E-05,GSE120805
GGT6,1,2.19E-06,GSE120805
KLK1,-1,NA,GSE120805
ZNF83,1,0.6719986687,GSE120805
KRT80,-1,0.02347911241,GSE120805
ACER1,-1,NA,GSE120805
OTUB1,1,0.7636494526,GSE120805
RCOR2,1,0.5779623855,GSE120805
ANGPTL4,1,0.0001990852594,GSE120805
CD320,-1,0.009550442752,GSE120805
SPRYD3,-1,1.20E-07,GSE120805
IGFBP6,-1,0.9706225117,GSE120805
SOAT2,-1,0.9430296506,GSE120805
ZNF558,-1,0.6388848612,GSE120805
NDUFV1,1,0.8463856024,GSE120805
CDK2AP2,-1,0.5408388071,GSE120805
NUDT8,-1,0.1164891999,GSE120805
PRDX2,1,0.8016956356,GSE120805
ZNF232,-1,0.3102860731,GSE120805
MIS12,-1,0.9800420599,GSE120805
HID1,1,6.02E-10,GSE120805
MRPL58,-1,0.0001865618676,GSE120805
ATP5PD,-1,0.921975984,GSE120805
TMEM88,1,0.7849139818,GSE120805
EVPL,1,0.4518141729,GSE120805
SRP68,-1,0.5887019624,GSE120805
MGAT5B,-1,0.9097455582,GSE120805
TMC8,1,NA,GSE120805
TK1,-1,0.5416754395,GSE120805
TMEM68,1,0.3192331326,GSE120805
TOX-DT,-1,0.628552169,GSE120805
GSDMA,1,NA,GSE120805
KRT10-AS1,1,0.199818274,GSE120805
GHDC,1,0.0003056608793,GSE120805
FAM234A,1,0.7484790806,GSE120805
SOST,-1,NA,GSE120805
ZNF598,-1,0.6904804138,GSE120805
RAB26,1,9.57E-05,GSE120805
MLST8,-1,0.7246671611,GSE120805
E4F1,1,0.9043801298,GSE120805
DNASE1L2,-1,0.6201897644,GSE120805
ECI1,-1,0.8971185515,GSE120805
CASKIN1,1,0.1444951468,GSE120805
ABCA3,1,0.1969226258,GSE120805
KCTD5,1,0.8791792716,GSE120805
SRRM2,-1,0.7418866353,GSE120805
NLRC3,-1,0.5662064859,GSE120805
SDHAF2,1,0.9376197674,GSE120805
DDB1,1,0.06234396871,GSE120805
VPS37C,-1,0.1073085606,GSE120805
VWCE,1,0.1444594301,GSE120805
RAB3IL1,1,0.5870047998,GSE120805
BEST1,1,0.5091570376,GSE120805
FTH1,-1,0.9714786141,GSE120805
BSCL2,-1,0.9859087336,GSE120805
POLR2G,1,0.7786043535,GSE120805
SLC3A2,-1,5.78E-07,GSE120805
PLAAT5,-1,NA,GSE120805
SPINDOC,1,0.9021882474,GSE120805
ATG16L2,1,0.6972959011,GSE120805
C2CD3,-1,0.991463503,GSE120805
TRANK1,1,0.003276255427,GSE120805
TTC21A,1,0.05511233488,GSE120805
RPSA,-1,0.5938904535,GSE120805
CTNNB1,1,0.1915902926,GSE120805
ULK4,-1,0.2544388614,GSE120805
FADD,-1,0.8381721463,GSE120805
LTBP3,1,0.9760391482,GSE120805
NAALADL1,1,0.8853475747,GSE120805
SAC3D1,-1,0.3987247812,GSE120805
BATF2,1,0.003528702023,GSE120805
SF1,-1,0.6682954139,GSE120805
MAP4K2,1,4.23E-09,GSE120805
CCDC88B,1,9.43E-06,GSE120805
SCARA3,-1,0.4842278698,GSE120805
PBK,1,2.87E-09,GSE120805
SCARA5,1,NA,GSE120805
COPS6,-1,0.3483150959,GSE120805
PAFAH1B2,1,0.9469076172,GSE120805
ANKS3,-1,0.8334751588,GSE120805
NUDT16L1,1,0.6019634206,GSE120805
KIAA1586,1,0.8589545001,GSE120805
RAB4A,1,0.7445595546,GSE120805
OR1F1,1,0.5878136093,GSE120805
OR2W6P,1,0.6677496601,GSE120805
KCNJ4,1,0.960152881,GSE120805
SETD5,-1,0.6842116949,GSE120805
VASN,1,0.7758433771,GSE120805
SACK1B,-1,0.7491157238,GSE120805
H3-4,-1,NA,GSE120805
THAP9,1,0.01290804553,GSE120805
OR2C1,-1,0.550164059,GSE120805
RNF187,-1,0.1154238424,GSE120805
HOOK3,-1,0.8428766506,GSE120805
MAPK1IP1L,-1,0.5554119371,GSE120805
DDIT4,-1,3.32E-06,GSE120805
RBPJ,-1,0.2303890394,GSE120805
LMBRD1,1,0.002880753119,GSE120805
ZCCHC4,1,0.4899144506,GSE120805
TTC39C,-1,1.12E-07,GSE120805
GLYCTK,-1,0.964439611,GSE120805
GNG4,1,0.2875243478,GSE120805
UBTD2,-1,0.06006231984,GSE120805
POLR2J3-UPK3BL2,1,0.3243440109,GSE120805
NKIRAS2,-1,0.946178577,GSE120805
DNAJC7,1,0.8958454031,GSE120805
IRF2BP2,-1,2.37E-05,GSE120805
NT5DC2,-1,0.01060809093,GSE120805
UQCC5,1,0.1878500135,GSE120805
COA6,-1,0.664754568,GSE120805
KIF5C,1,0.2824291056,GSE120805
MGAT2,1,0.843070046,GSE120805
BMI1,-1,0.9955350659,GSE120805
THAP11,-1,0.2344236502,GSE120805
MMADHC,1,0.9281509601,GSE120805
PDHB,-1,0.7887479466,GSE120805
PXK,-1,0.4687608407,GSE120805
H1-4,-1,6.36E-22,GSE120805
PCMTD1,1,0.0002148353651,GSE120805
KCTD6,-1,0.5228384075,GSE120805
MPLKIP,1,0.3115966875,GSE120805
ACOX2,1,0.8206322837,GSE120805
FAM107A,-1,0.249831936,GSE120805
IRF2,1,0.0045447274,GSE120805
MOBP,1,NA,GSE120805
CX3CR1,-1,NA,GSE120805
XIRP1,1,0.1169445174,GSE120805
INSM2,1,NA,GSE120805
DEGS2,1,0.003074534925,GSE120805
SCN11A,1,NA,GSE120805
ARF4,-1,0.8843635656,GSE120805
SEPTIN2,-1,0.2357005763,GSE120805
FILIP1L,-1,0.03219032106,GSE120805
MFSD2A,-1,0.1519572457,GSE120805
DTYMK,-1,0.8452655544,GSE120805
TAP1,1,0.06605182601,GSE120805
ING5,-1,2.76E-07,GSE120805
ATG4B,1,0.7411145058,GSE120805
BDKRB2,-1,0.2818408188,GSE120805
MLKL,-1,0.1901520862,GSE120805
RFWD3,1,0.1339468386,GSE120805
MTNR1A,-1,0.1887187572,GSE120805
RHOH,-1,NA,GSE120805
KLHL30,1,0.02984978441,GSE120805
COG7,-1,0.9054707696,GSE120805
CDC40,1,0.614053713,GSE120805
STIP1,-1,0.4159333445,GSE120805
HR,-1,0.2931244487,GSE120805
TXNDC2,1,0.8217322509,GSE120805
RAB31,1,0.05959919356,GSE120805
REEP4,1,0.8200113299,GSE120805
TNXB,1,0.1098313182,GSE120805
LGI3,1,0.7182845295,GSE120805
SFTPC,-1,NA,GSE120805
BMP1,-1,0.0001329891764,GSE120805
ATXN2L,-1,0.9158206927,GSE120805
PHYHIP,1,0.0002693519012,GSE120805
CCDC110,1,0.1228812743,GSE120805
POLR3D,-1,2.39E-11,GSE120805
FEN1,-1,0.002349829154,GSE120805
CAVIN2,-1,0.8035444084,GSE120805
MTCL1,-1,1.63E-10,GSE120805
GBX2,-1,0.1648515874,GSE120805
HJV,1,0.5222493723,GSE120805
HEXIM2,1,0.7819402235,GSE120805
FNTA,1,0.8209133446,GSE120805
SERINC2,1,0.8575622661,GSE120805
MYL1,-1,NA,GSE120805
TRAPPC11,1,0.2105493829,GSE120805
COL3A1,-1,7.01E-12,GSE120805
ING2,-1,4.82E-06,GSE120805
CDKN2AIP,-1,0.7536227377,GSE120805
SNRNP48,-1,0.9495767978,GSE120805
TMEM223,-1,0.7261592024,GSE120805
SLC20A2,-1,0.0005075148007,GSE120805
DYNLRB2,1,0.3094530903,GSE120805
TMUB2,1,0.001571783391,GSE120805
ADAM29,1,NA,GSE120805
STAT3,1,0.8432964196,GSE120805
ZSWIM1,-1,0.6610246407,GSE120805
ADAM9,-1,0.007552953931,GSE120805
ADAM18,-1,0.8928756314,GSE120805
GDNF,-1,1.70E-08,GSE120805
AXIN2,-1,3.23E-06,GSE120805
NDUFS5,-1,0.9102327178,GSE120805
VWA3B,1,NA,GSE120805
ZNF30,-1,0.5240301749,GSE120805
UGT3A2,1,0.4933646156,GSE120805
LRATD2,-1,3.25E-13,GSE120805
LDLRAD4,-1,NA,GSE120805
KCTD19,1,0.3850964823,GSE120805
SLC16A4,1,0.0008477883659,GSE120805
IL7R,1,0.003325476549,GSE120805
TMEM208,-1,0.99486317,GSE120805
LRP1B,1,NA,GSE120805
AHCYL1,-1,0.8056912545,GSE120805
DNAJC21,-1,0.3234808553,GSE120805
PKIG,1,0.0004997385383,GSE120805
NPNT,-1,0.05735064864,GSE120805
CA7,1,NA,GSE120805
FAM178B,1,NA,GSE120805
SEMA4C,1,0.8985987362,GSE120805
CNNM3,1,0.810579937,GSE120805
GSTM4,1,0.0175313037,GSE120805
TET2,-1,0.8099180122,GSE120805
CXXC4,1,0.7261592024,GSE120805
TCTN2,1,0.8761208124,GSE120805
SHOX2,-1,0.7782363711,GSE120805
PPIP5K1,1,0.005968497441,GSE120805
TSPAN5,-1,2.21E-07,GSE120805
ABHD15,1,0.1667326297,GSE120805
ZBTB5,-1,0.4877081956,GSE120805
CHTF8,1,0.4826252058,GSE120805
MAPDA,1,4.48E-05,GSE120805
LCMT2,-1,0.9171702109,GSE120805
SNTB2,1,0.8761552203,GSE120805
IL12A,-1,0.2799180248,GSE120805
ZNF507,-1,0.09160873556,GSE120805
STX18,1,0.5962497268,GSE120805
NSG1,1,5.81E-20,GSE120805
ZBTB49,-1,0.9937320417,GSE120805
GFM1,-1,0.8828133105,GSE120805
FSTL5,-1,0.9613051824,GSE120805
DDX19A,-1,0.358164557,GSE120805
ATOH8,1,9.59E-09,GSE120805
ANKRD49,-1,0.9471667701,GSE120805
USP39,-1,0.001176545017,GSE120805
TNIP2,1,0.8468783632,GSE120805
C2orf68,1,0.09026251574,GSE120805
TMEM150A,1,0.09570505699,GSE120805
RNF181,1,0.3009420556,GSE120805
VAMP5,1,0.2124428937,GSE120805
LRRC28,1,0.2063869894,GSE120805
MAT2A,-1,0.8089607593,GSE120805
PLA2G4F,1,NA,GSE120805
ENHO,1,0.4772309905,GSE120805
ZNF608,-1,0.0002294111381,GSE120805
SLC35G2,1,4.24E-10,GSE120805
INPP5D,1,6.72E-35,GSE120805
LETM1,-1,0.03760555001,GSE120805
TMEM129,1,0.09561972543,GSE120805
PPIC,-1,0.8571210502,GSE120805
SPRY3,1,0.2135616639,GSE120805
CEP120,1,0.6796128416,GSE120805
STXBP6,-1,0.001341416725,GSE120805
MFF,1,0.4910264999,GSE120805
GRM5,-1,0.9977731905,GSE120805
LGALS9,1,0.8627016731,GSE120805
LGALS9C,1,0.8627016731,GSE120805
JMJD7-PLA2G4B,1,0.6526549599,GSE120805
OR7E102P,1,NA,GSE120805
CPLX1,1,0.9549276457,GSE120805
PXDC1,-1,0.1141592614,GSE120805
E2F6,1,0.9835664001,GSE120805
FEM1B,-1,0.9024016691,GSE120805
COMMD8,1,0.9499548399,GSE120805
ATP5ME,-1,0.8065981062,GSE120805
UQCRFS1,1,0.6486393345,GSE120805
SLC49A3,1,0.6635235093,GSE120805
COL4A3,-1,0.1716063584,GSE120805
MAP2K1,1,0.9121877219,GSE120805
HNRNPH1,-1,0.2576380639,GSE120805
IRS1,-1,3.22E-06,GSE120805
MECP2,1,0.9855006059,GSE120805
UPF3A,1,0.4732810671,GSE120805
ZBBX,1,0.0002507276748,GSE120805
ACTBL2,-1,0.0117812291,GSE120805
ROR2,-1,0.003514694178,GSE120805
DHRSX,1,0.8875071851,GSE120805
VXN,-1,0.9274252076,GSE120805
HSPBAP1,1,0.9848055943,GSE120805
ASMTL,-1,0.01861359215,GSE120805
SLC25A6,-1,0.3469789139,GSE120805
CHST14,-1,0.777384686,GSE120805
PARM1,-1,0.9242048701,GSE120805
CSNK1G1,-1,0.9061755188,GSE120805
FAM110B,1,0.4149019216,GSE120805
ODAD2,-1,0.6162257079,GSE120805
AFAP1L2,-1,0.0001281659213,GSE120805
ZNF354A,-1,0.441352521,GSE120805
ATF5,-1,0.9733130644,GSE120805
UBE2V2,-1,0.8332645878,GSE120805
ZBTB43,-1,0.7314388548,GSE120805
CPT1C,1,0.006864829138,GSE120805
PCSK9,-1,0.9177655009,GSE120805
XPO6,-1,1.52E-09,GSE120805
GSG1L,-1,NA,GSE120805
MN1,-1,0.0257199104,GSE120805
APEX2,-1,0.0002075130997,GSE120805
NSMCE1,1,0.0956766067,GSE120805
CCDC126,1,0.8402317386,GSE120805
IL13,1,NA,GSE120805
NPIPB12,-1,NA,GSE120805
RAB3B,1,0.6001351549,GSE120805
CD2BP2,-1,0.9285295036,GSE120805
RGS14,1,5.62E-07,GSE120805
TBC1D10B,1,0.9882957817,GSE120805
LMAN2,1,0.9818550426,GSE120805
GCSAML,1,NA,GSE120805
RAB24,1,0.9534936108,GSE120805
PRELID1,-1,0.7775415936,GSE120805
THBS3,-1,0.006557448935,GSE120805
CA5B,1,0.04616108716,GSE120805
SLC50A1,1,0.5038603925,GSE120805
EFNA1,1,0.9547777116,GSE120805
CXCL10,-1,0.6914855044,GSE120805
NPIPB3,-1,0.564073116,GSE120805
SH3TC2,1,0.03554614656,GSE120805
CXCL11,-1,0.9859087336,GSE120805
ZRSR2,-1,0.6260143383,GSE120805
NMD3,-1,0.7411688847,GSE120805
ADRB2,1,0.05813477198,GSE120805
B3GALNT1,1,0.669914126,GSE120805
GPRIN1,-1,0.04862743728,GSE120805
HSPB3,1,0.4717144939,GSE120805
KCNAB1,1,0.9654864453,GSE120805
MRPL1,-1,0.5198130369,GSE120805
SHE,1,0.8303651299,GSE120805
NR0B1,1,0.06724174376,GSE120805
PGM2,-1,0.9558717812,GSE120805
STK32A,1,0.9175393485,GSE120805
IL1RAPL1,1,0.4492661595,GSE120805
C22orf15,1,0.7832368334,GSE120805
MINAR1,-1,6.18E-05,GSE120805
SLC33A1,1,0.5591353691,GSE120805
SNUPN,-1,0.9301785725,GSE120805
CRADD,1,0.1615694567,GSE120805
SIN3A,-1,0.9654864453,GSE120805
ARL13B,1,0.08275572838,GSE120805
PTK2,-1,0.8832066445,GSE120805
RSPH10B,1,NA,GSE120805
RSPH10B2,1,NA,GSE120805
PTAFR,1,0.07725714523,GSE120805
PTPN9,1,0.6041073525,GSE120805
NPR1,-1,0.8549439743,GSE120805
CXCL8,1,0.3880098248,GSE120805
SCN9A,-1,2.99E-13,GSE120805
RASSF6,1,0.006687453216,GSE120805
SDC2,-1,0.0001119512202,GSE120805
CD52,1,0.04586364317,GSE120805
MMGT1,-1,0.4114349243,GSE120805
TM2D2,-1,0.4174416818,GSE120805
HTRA4,1,0.897586113,GSE120805
PLEKHA2,-1,0.425978915,GSE120805
CLIC4,-1,0.4040599692,GSE120805
SLC38A11,1,NA,GSE120805
GPR183,1,0.9559899537,GSE120805
CCDC8,1,0.8080029902,GSE120805
METTL15,-1,0.9302644527,GSE120805
ZNF280A,1,0.05676074404,GSE120805
CT55,-1,NA,GSE120805
ZEB2,-1,0.2779050417,GSE120805
PCBP1,-1,0.1608831782,GSE120805
HINT1,-1,0.9336943034,GSE120805
DTWD2,1,0.264891436,GSE120805
CLIC3,1,0.04033796692,GSE120805
INO80E,-1,0.6077520325,GSE120805
BNC1,-1,0.1555554433,GSE120805
DFFB,-1,0.04323112822,GSE120805
NFU1,1,0.07717774986,GSE120805
ANTXR1,-1,0.9370163036,GSE120805
GKN1,-1,0.9388771795,GSE120805
CKAP2L,1,0.4766472032,GSE120805
C15orf40,1,0.2001866436,GSE120805
RAMAC,-1,0.9465931378,GSE120805
PROKR1,1,NA,GSE120805
APLF,1,6.78E-07,GSE120805
BOLA2,1,0.9980104569,GSE120805
BOLA2B,1,0.9980104569,GSE120805
RGPD8,1,0.7371024353,GSE120805
HIC2,-1,0.9327126861,GSE120805
LUZP1,-1,0.1749173639,GSE120805
HEXD,1,0.7813735943,GSE120805
BUB1,1,3.48E-17,GSE120805
SPNS1,1,0.3795590539,GSE120805
LRRC45,1,0.8141729525,GSE120805
CHRNA5,-1,0.01653827198,GSE120805
MT1B,-1,NA,GSE120805
CENPX,-1,0.6156262921,GSE120805
AGPAT2,1,0.4210440017,GSE120805
ASPSCR1,1,0.3158804393,GSE120805
FASN,-1,0.1305287007,GSE120805
CNBP,-1,0.02662003069,GSE120805
MT1E,-1,0.5716734698,GSE120805
DUS1L,1,0.8992527624,GSE120805
GPS1,-1,0.8376922313,GSE120805
RFNG,1,0.03790535879,GSE120805
DCXR,1,0.6334433748,GSE120805
ZNF32,1,0.2243120828,GSE120805
LDB2,-1,0.5467431886,GSE120805
RAC3,-1,0.08182213293,GSE120805
NRG4,1,0.7519692944,GSE120805
LIMS1,-1,0.3102860731,GSE120805
TMEM266,1,0.7448629736,GSE120805
NLGN1,1,2.48E-05,GSE120805
TAPT1,1,6.01E-07,GSE120805
UGP2,-1,0.8667682638,GSE120805
LINGO1,1,NA,GSE120805
HNRNPF,-1,0.005567329346,GSE120805
BTD,1,0.1806063574,GSE120805
CSGALNACT2,-1,0.6879847051,GSE120805
TACR3,-1,0.9784316942,GSE120805
PCDH7,-1,9.16E-07,GSE120805
ROBO1,-1,0.05959919356,GSE120805
ONECUT1,1,NA,GSE120805
AVEN,-1,0.4715106703,GSE120805
P2RY1,-1,3.96E-05,GSE120805
TRIM56,1,0.5931009308,GSE120805
WNT10B,-1,0.000328303131,GSE120805
CALML6,1,0.3068596133,GSE120805
REPS2,1,0.4203145698,GSE120805
SYAP1,1,0.02492230307,GSE120805
ITGAM,1,NA,GSE120805
TPST1,1,0.0006517222656,GSE120805
TM4SF4,-1,0.02636811903,GSE120805
